top_contributor_nfl_id,plays,total_epa_prevented,avg_dacs,avg_collapse
42929,35,-5.941464708665562,0.2571428571428571,4.571428571428571
46137,46,-6.009108170375226,6.913043478260869,208.91304347826087
42388,20,-6.834241876276613,2.9750000000000005,19.25
54468,26,-6.910594345257303,0.6923076923076923,80.1923076923077
52493,39,-6.924839967826117,2.948717948717949,73.07692307692308
52445,35,-6.943362267804051,7.728571428571429,120.14285714285714
46757,81,-7.073921908115009,2.074074074074074,33.02469135802469
49410,35,-7.154840662132117,5.785714285714286,148.0
47974,33,-7.488817140177548,3.772727272727273,177.87878787878788
46123,40,-7.508225196920487,1.4625,93.875
53604,32,-8.170119881494797,3.390625,78.59375
55181,26,-8.295306240677009,0.038461538461538464,44.23076923076923
46080,24,-8.620273350105764,5.4375,144.79166666666666
52535,20,-8.861650942737775,6.4,136.5
46775,52,-8.911323773878868,2.2403846153846154,18.75
46711,40,-9.23099294569057,14.3875,164.0
52607,40,-9.717083230309244,6.575,137.75
47872,24,-9.759054082375224,8.333333333333334,77.70833333333333
52624,50,-9.949598176977222,7.68,132.3
44837,39,-10.416175241725988,11.217948717948717,182.43589743589743
47846,23,-10.499048192798833,4.3478260869565215,95.8695652173913
35459,25,-10.931833408539188,1.16,87.4
46186,30,-11.401036608012754,11.833333333333334,164.66666666666666
53472,31,-11.941164278250012,5.112903225806452,105.64516129032258
54719,32,-11.957483130588885,2.703125,113.125
52647,39,-12.382351393800718,2.58974358974359,78.84615384615384
54708,22,-12.539708595697288,0.0,45.68181818181818
45571,62,-12.702672723026492,2.4516129032258065,66.45161290322581
46699,31,-12.7218298563856,0.0,21.129032258064516
43350,21,-13.16648466336941,9.523809523809524,137.38095238095238
47891,34,-13.268856369321867,10.573529411764707,210.14705882352942
54513,33,-13.530884613122108,0.07575757575757576,38.18181818181818
46132,53,-13.541445495797577,3.5283018867924527,57.83018867924528
54718,32,-13.671245237203646,0.203125,100.0
46151,43,-13.784224723036697,8.116279069767442,141.3953488372093
53529,28,-14.021568394960365,3.5892857142857144,50.17857142857143
55967,34,-14.416798755488255,0.014705882352941176,48.23529411764706
40107,29,-14.800125022397788,8.758620689655173,188.79310344827587
48026,30,-15.002113686721973,0.25,46.333333333333336
54808,40,-15.09025030442876,1.6,84.25
46086,46,-15.695129230616349,12.532608695652174,178.80434782608697
52594,32,-15.798188681587082,9.671875,114.375
46097,26,-17.29836549987822,4.115384615384615,129.80769230769232
52469,53,-17.42326248062593,2.1132075471698113,44.056603773584904
54527,29,-17.63070953367135,13.586206896551724,190.17241379310346
38559,38,-17.736883997482614,8.526315789473685,145.39473684210526
54833,22,-18.94822208083722,6.340909090909091,90.22727272727273
54496,43,-19.66887781213009,0.18604651162790697,78.48837209302326
42543,39,-20.008784666009397,6.858974358974359,141.02564102564102
54562,38,-20.060392729049166,12.31578947368421,153.81578947368422
54502,31,-20.341986812187752,0.0,76.7741935483871
45021,24,-20.814730839576722,0.4791666666666667,74.375
44848,20,-21.902300034730665,8.05,95.25
53494,40,-21.94652437973949,6.1,100.625
44827,23,-22.58126076330508,8.695652173913043,189.56521739130434
52453,41,-24.92878767622925,4.414634146341464,70.0
47899,35,-27.38966348168058,3.0,108.14285714285714
53565,67,-27.55729369135741,1.0671641791044777,49.40298507462686
44962,44,-30.575242030005946,4.636363636363637,131.70454545454547
54704,28,-32.48646988138747,1.2321428571428572,80.89285714285714
54578,28,-42.12593344817629,1.9821428571428574,142.32142857142858
