"game_id","season","week","game_date","game_time_eastern","home_team_abbr","visitor_team_abbr","play_id","play_description","quarter","game_clock","down","yards_to_go","possession_team","defensive_team","yardline_side","yardline_number","pre_snap_home_score","pre_snap_visitor_score","play_nullified_by_penalty","pass_result","pass_length","offense_formation","receiver_alignment","route_of_targeted_receiver","play_action","dropback_type","dropback_distance","pass_location_type","defenders_in_the_box","team_coverage_man_zone","team_coverage_type","penalty_yards","pre_penalty_yards_gained","yards_gained","expected_points","expected_points_added","pre_snap_home_team_win_probability","pre_snap_visitor_team_win_probability","home_team_win_probability_added","visitor_team_win_probility_added"
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",361,"(10:06) (Shotgun) J.Goff pass short left to M.Jones to DET 17 for 5 yards (J.Reid) [F.Anudike-Uzomah].",1,"10:06",3,7,"DET","KC","DET",12,0,0,"N","C",5,"SHOTGUN","3x1","HITCH",FALSE,"TRADITIONAL",3.02999997138977,"OUTSIDE_RIGHT",6,"ZONE_COVERAGE","COVER_4_ZONE",NA,5,5,-1.04915959946811,-0.862062418367714,0.606310438364744,0.393689561635256,0.0195246487855911,-0.0195246487855911
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2638,"(7:31) (Shotgun) J.Goff pass short right to S.LaPorta to KC 47 for 12 yards (J.Williams). Penalty on KC-L.Sneed, Defensive Holding, declined.",3,"07:31",1,10,"DET","KC","DET",41,14,14,"N","C",7,"SHOTGUN","3x1","CROSS",TRUE,"SCRAMBLE_ROLLOUT_RIGHT",3.27999997138977,"OUTSIDE_RIGHT",6,"MAN_COVERAGE","COVER_0_MAN",0,12,12,2.39975386764854,0.793106138007715,0.495920728892088,0.504079271107912,-0.0465791262686253,0.0465791262686253
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",736,"(2:06) (Shotgun) P.Mahomes pass deep right to Ju.Watson to KC 46 for 19 yards (K.Joseph).",1,"02:06",3,8,"KC","DET","KC",27,0,7,"N","C",18,"SHOTGUN","3x1","CORNER",FALSE,"TRADITIONAL",6.57999992370605,"INSIDE_BOX",6,"MAN_COVERAGE","COVER_1_MAN",NA,19,19,0.0743899587541819,2.71753888227977,0.383420355618,0.616579644382,0.079081654548645,-0.079081654548645
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1154,"(10:11) J.Goff pass deep left to A.St. Brown to KC 40 for 21 yards (J.Reid).",2,"10:11",2,7,"DET","KC","DET",39,7,7,"N","C",21,"I_FORM","2x1","CROSS",TRUE,"TRADITIONAL",6.67000007629395,"INSIDE_BOX",8,"ZONE_COVERAGE","COVER_3_ZONE",NA,21,21,1.54447538917884,1.89637397334445,0.543767388910055,0.456232611089945,-0.0599815733730793,0.0599815733730793
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1812,"(:34) (Shotgun) J.Goff pass short right to S.LaPorta to DET 30 for 5 yards (F.Anudike-Uzomah).",2,"00:34",1,10,"DET","KC","DET",25,14,7,"N","C",5,"SHOTGUN","2x2","IN",FALSE,"TRADITIONAL",2.47000002861023,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,5,5,0.661885745124891,-0.309704902116209,0.753248784691095,0.246751215308905,-0.00127347931265831,0.00127347931265831
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3089,"(2:01) (Shotgun) J.Goff pass deep middle to K.Raymond to DET 33 for 20 yards (B.Cook).",3,"02:01",2,22,"DET","KC","DET",13,17,14,"N","C",17,"SHOTGUN","2x2","POST",FALSE,"TRADITIONAL",2.89000010490417,"INSIDE_BOX",7,"ZONE_COVERAGE","COVER_3_ZONE",NA,20,20,-0.48753347992897,1.63580461591482,0.701523199677467,0.298476800322533,-0.0552534200251102,0.0552534200251102
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1618,"(1:48) (Shotgun) P.Mahomes pass short left to R.Rice to KC 46 for 3 yards (B.Branch).",2,"01:48",2,10,"KC","DET","KC",43,7,7,"N","C",3,"SHOTGUN","3x1","IN",FALSE,"TRADITIONAL",2.48000001907349,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_4_ZONE",NA,3,3,1.59749039111193,-0.258355481317267,0.615096312016249,0.384903687983751,-0.00299474969506264,0.00299474969506264
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2306,"(11:44) (Shotgun) P.Mahomes pass incomplete deep middle to K.Toney (J.Campbell).",3,"11:44",1,10,"KC","DET","KC",42,14,7,"N","I",16,"SHOTGUN","3x1","CROSS",TRUE,"TRADITIONAL",2.34999990463257,"INSIDE_BOX",7,"ZONE_COVERAGE","COVER_2_ZONE",NA,0,0,2.52025081729516,-0.51318862196058,0.857978086918592,0.142021913081408,-0.00369233079254627,0.00369233079254627
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2141,"(13:38) (Shotgun) P.Mahomes pass short right to N.Gray to KC 39 for 2 yards (J.Jacobs) [A.Hutchinson].",3,"13:38",3,10,"KC","DET","KC",37,14,7,"N","C",2,"SHOTGUN","3x1","CROSS",FALSE,"TRADITIONAL",5.63000011444092,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_4_ZONE",NA,2,2,0.613853975199163,-1.49196253204718,0.811149833723903,0.188850166276097,-0.01893699914217,0.01893699914217
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3324,"(12:23) (Shotgun) P.Mahomes pass incomplete short right to J.McKinnon [J.Houston]. DET-L.Onwuzurike was injured during the play.",4,"12:23",3,2,"KC","DET","DET",21,17,14,"N","I",-1,"SHOTGUN","2x2","FLAT",FALSE,"TRADITIONAL",4.17999982833862,"INSIDE_BOX",6,"MAN_COVERAGE","COVER_1_MAN",NA,0,0,4.18393565621227,-1.34988837956917,0.795328784734011,0.204671215265989,-0.0386434756219387,0.0386434756219387
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1001,"(11:56) (Shotgun) P.Mahomes pass short left to R.Rice for 1 yard, TOUCHDOWN.",2,"11:56",3,1,"KC","DET","DET",1,0,7,"N","C",1,"SHOTGUN","2x2","HITCH",FALSE,"TRADITIONAL",3.05999994277954,"INSIDE_BOX",8,"MAN_COVERAGE","COVER_0_MAN",NA,1,1,5.80488754902035,1.19511245097965,0.51534978300333,0.48465021699667,0.0315278992056847,-0.0315278992056847
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",4041,"(2:09) (Shotgun) P.Mahomes pass incomplete deep right to Ju.Watson [J.Cominsky].",4,"02:09",4,25,"KC","DET","KC",30,20,21,"N","I",25,"SHOTGUN","3x1","CORNER",FALSE,"SCRAMBLE",5.84000015258789,"OUTSIDE_LEFT",3,"ZONE_COVERAGE","COVER_2_ZONE",NA,0,0,-1.01015450921841,-2.79222168284468,0.27559956163168,0.72440043836832,-0.154446844011545,0.154446844011545
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1837,"(:29) (Shotgun) J.Goff pass short left to S.LaPorta to DET 34 for 4 yards (T.McDuffie).",2,"00:29",2,5,"DET","KC","DET",30,14,7,"N","C",3,"SHOTGUN","3x1","CROSS",FALSE,"TRADITIONAL",4.30000019073486,"INSIDE_BOX",5,"ZONE_COVERAGE","COVER_2_ZONE",NA,4,4,0.352180843008682,-0.0875965987797827,0.751975305378437,0.248024694621563,0.0206857211887836,-0.0206857211887836
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3486,"(10:08) J.Goff pass short right to B.Wright to DET 49 for 8 yards (L.Chenal, J.Reid). Penalty on KC-G.Karlaftis, Defensive Holding, declined.",4,"10:08",1,10,"DET","KC","DET",41,20,14,"N","C",1,"I_FORM","2x1","FLAT",TRUE,"DESIGNED_ROLLOUT_RIGHT",4.5,"OUTSIDE_RIGHT",7,"ZONE_COVERAGE","COVER_4_ZONE",0,8,8,2.28143157903105,0.637902836082503,0.753147445619106,0.246852554380894,-0.01958267390728,0.01958267390728
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1679,"(1:07) (Shotgun) P.Mahomes pass deep middle to M.Valdes-Scantling to DET 30 for 34 yards (J.Jacobs).",2,"01:07",3,17,"KC","DET","KC",36,7,7,"N","C",33,"SHOTGUN","3x1","GO",FALSE,"TRADITIONAL",5.34999990463257,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_2_ZONE",NA,34,34,0.500720644253306,2.95163134561153,0.568689335137606,0.431310664862394,0.0944976173341274,-0.0944976173341274
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1494,"(3:06) J.Goff pass incomplete deep left to M.Jones.",2,"03:06",2,5,"DET","KC","DET",46,7,7,"N","I",24,"SINGLEBACK","2x2","IN",TRUE,"TRADITIONAL",6.53999996185303,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_3_ZONE",NA,0,0,1.78122020210139,-0.647368222824298,0.531495165079832,0.468504834920168,0.0204417444765568,-0.0204417444765568
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1300,"(6:01) (Shotgun) J.Goff pass short left to J.Gibbs pushed ob at KC 17 for 10 yards (N.Bolton).",2,"06:01",2,20,"DET","KC","KC",27,7,7,"N","C",-1,"SHOTGUN","3x1","FLAT",FALSE,"TRADITIONAL",3.57999992370605,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_3_ZONE",NA,10,10,3.16265930084046,0.504393530078232,0.493359990417957,0.506640009582043,-0.0270666182041168,0.0270666182041168
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2487,"(9:37) P.Mahomes pass incomplete deep middle to Ju.Watson.",3,"09:37",1,10,"KC","DET","KC",35,14,14,"N","I",36,"SINGLEBACK","3x1","POST",FALSE,"TRADITIONAL",8.02999973297119,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_4_ZONE",NA,0,0,1.92186082410626,-0.600140603259206,0.618383273482323,0.381616726517677,-0.0179831832647324,0.0179831832647324
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3994,"(2:14) (Shotgun) P.Mahomes pass incomplete deep right to R.Rice (C.Gardner-Johnson).",4,"02:14",3,20,"KC","DET","KC",35,20,21,"N","I",20,"SHOTGUN","3x1","CROSS",FALSE,"TRADITIONAL",7.36999988555908,"INSIDE_BOX",6,"MAN_COVERAGE","COVER_1_MAN",NA,0,0,0.578916725702584,-1.21716773672961,0.454046662896872,0.545953337103128,-0.140872176736593,0.140872176736593
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",877,"(14:25) P.Mahomes pass short right to M.Valdes-Scantling to DET 25 for 14 yards (C.Gardner-Johnson).",2,"14:25",2,5,"KC","DET","DET",39,0,7,"N","C",13,"SINGLEBACK","2x2","HITCH",TRUE,"TRADITIONAL",8.53999996185303,"INSIDE_BOX",7,"ZONE_COVERAGE","COVER_3_ZONE",NA,14,14,3.2656518407166,1.14013414364308,0.472306046634912,0.527693953365088,0.0185896046459675,-0.0185896046459675
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",436,"(8:09) (Shotgun) J.Goff pass short left to A.St. Brown to DET 34 for 13 yards (J.Reid).",1,"08:09",2,9,"DET","KC","DET",21,0,0,"N","C",6,"SHOTGUN","2x2","SLANT",FALSE,"TRADITIONAL",2.54999995231628,"INSIDE_BOX",6,"MAN_COVERAGE","COVER_1_MAN",NA,13,13,0.312204233370721,1.61392725538462,0.575536642223597,0.424463357776403,-0.0309182517230511,0.0309182517230511
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1201,"(8:49) (Shotgun) J.Goff pass short left to S.LaPorta to KC 27 for 14 yards (M.Danna, B.Cook).",2,"08:49",2,11,"DET","KC","KC",41,7,7,"N","C",2,"SHOTGUN","2x2","SLANT",FALSE,"TRADITIONAL",2.75999999046326,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_2_ZONE",NA,14,14,2.34605273441412,2.00968307524454,0.53271722048521,0.46728277951479,-0.0712275728583336,0.0712275728583336
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2825,"(4:28) (Shotgun) P.Mahomes pass short right to I.Pacheco to KC 31 for 9 yards (C.Harris).",3,"04:28",1,10,"KC","DET","KC",22,14,14,"N","C",-2,"SHOTGUN","3x1","FLAT",TRUE,"TRADITIONAL",4.25,"INSIDE_BOX",7,"ZONE_COVERAGE","COVER_2_ZONE",NA,9,9,1.1572384564206,0.962296477984637,0.596990808844566,0.403009191155434,0.0308208540081978,-0.0308208540081978
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2613,"(8:08) J.Goff pass deep left to A.St. Brown to DET 41 for 18 yards (T.McDuffie).",3,"08:08",2,4,"DET","KC","DET",23,14,14,"N","C",18,"SINGLEBACK","3x1","IN",TRUE,"TRADITIONAL",7.19000005722046,"INSIDE_BOX",7,"MAN_COVERAGE","COVER_1_MAN",NA,18,18,0.952536528464407,1.44721733918414,0.546378444880247,0.453621555119753,-0.0504577159881592,0.0504577159881592
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2510,"(9:30) (Shotgun) P.Mahomes pass short right to R.James to KC 41 for 6 yards (K.Joseph).",3,"09:30",2,10,"KC","DET","KC",35,14,14,"N","C",5,"SHOTGUN","2x2","HITCH",FALSE,"TRADITIONAL",1.55999994277954,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_3_ZONE",NA,6,6,1.32172022084706,-0.0363277362193912,0.60040009021759,0.39959990978241,-0.000674564391374588,0.000674564391374588
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",194,"(12:56) (Shotgun) P.Mahomes pass short left to J.McKinnon to KC 31 for 10 yards (M.Rodriguez).",1,"12:56",3,2,"KC","DET","KC",21,0,0,"N","C",6,"SHOTGUN","2x2","ANGLE",FALSE,"TRADITIONAL",3.85999989509583,"INSIDE_BOX",6,"MAN_COVERAGE","COVER_1_MAN",NA,10,10,0.121504719369113,1.7025630902499,0.582476176321507,0.417523823678493,0.0472772046923637,-0.0472772046923637
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2364,"(11:04) (Shotgun) P.Mahomes pass short right intended for K.Toney INTERCEPTED by B.Branch at 50. B.Branch for 50 yards, TOUCHDOWN.",3,"11:04",3,6,"KC","DET","KC",46,14,7,"N","IN",4,"SHOTGUN","3x1","CROSS",FALSE,"TRADITIONAL",4.65000009536743,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_4_ZONE",NA,0,0,1.47668955102563,-8.47668955102563,0.839404471218586,0.160595528781414,-0.229488123208284,0.229488123208284
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1869,"(:22) (Shotgun) J.Goff pass short middle to J.Reynolds to DET 42 for 8 yards (M.Edwards, B.Cook).",2,"00:22",3,1,"DET","KC","DET",34,14,7,"N","C",6,"SHOTGUN","2x2","HITCH",FALSE,"TRADITIONAL",2.94000005722046,"INSIDE_BOX",4,"MAN_COVERAGE","COVER_1_MAN",NA,8,8,0.264584244228899,0.0911143853445537,0.772661026567221,0.227338973432779,-0.00372964888811111,0.00372964888811111
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3674,"(7:06) (Shotgun) P.Mahomes pass short left to J.Ross to KC 31 for 6 yards (J.Jacobs).",4,"07:06",1,10,"KC","DET","KC",25,20,21,"N","C",6,"SHOTGUN","3x1","HITCH",FALSE,"TRADITIONAL",1.94000005722046,"INSIDE_BOX",8,"ZONE_COVERAGE","COVER_3_ZONE",NA,6,6,1.57510347501375,-0.0808297439943999,0.56439870223403,0.43560129776597,0.000829026103019714,-0.000829026103019714
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3912,"(2:30) P.Mahomes pass incomplete deep right to K.Toney.",4,"02:30",1,10,"KC","DET","KC",45,20,21,"N","I",19,"SINGLEBACK","2x2","CROSS",TRUE,"DESIGNED_ROLLOUT_RIGHT",8.19999980926514,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_3_ZONE",NA,0,0,2.30446915503126,-0.341856907121837,0.623597353696823,0.376402646303177,-0.0117079727351665,0.0117079727351665
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3233,"(15:00) (Shotgun) P.Mahomes pass short left to C.Edwards-Helaire to DET 33 for 7 yards (J.Campbell; K.Joseph).",4,"15:00",1,10,"KC","DET","DET",40,17,14,"N","C",0,"SHOTGUN","3x1","FLAT",FALSE,"TRADITIONAL",4.73000001907349,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_3_ZONE",NA,7,7,3.59667668538168,0.354390228050761,0.768812783062458,0.231187216937542,0.0170181542634964,-0.0170181542634964
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2959,"(2:18) (Shotgun) P.Mahomes pass incomplete short middle to K.Toney.",3,"02:18",3,2,"KC","DET","DET",17,14,14,"N","I",5,"SHOTGUN","3x1","CROSS",FALSE,"TRADITIONAL",3.05999994277954,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_2_ZONE",NA,0,0,4.56361472129356,-1.50052659248468,0.688992690294981,0.311007309705019,-0.0430196523666382,0.0430196523666382
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",1563,"(2:02) (Shotgun) P.Mahomes pass short right to R.Rice to KC 43 for 25 yards (J.Campbell).",2,"02:02",1,10,"KC","DET","KC",18,7,7,"N","C",10,"EMPTY","3x2","HITCH",FALSE,"SCRAMBLE",2.71000003814697,"OUTSIDE_RIGHT",6,"ZONE_COVERAGE","COVER_3_ZONE",NA,25,25,0.899954410502687,1.02157063188497,0.597245026379824,0.402754973620176,0.017790399491787,-0.017790399491787
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",3185,"(:31) (Shotgun) P.Mahomes pass short right to N.Gray to DET 40 for 24 yards (C.Gardner-Johnson). DET-B.Branch was injured during the play.",3,"00:31",2,6,"KC","DET","KC",36,17,14,"N","C",3,"SHOTGUN","3x1","CROSS",FALSE,"TRADITIONAL",3.11999988555908,"INSIDE_BOX",6,"MAN_COVERAGE","COVER_1_MAN",NA,24,24,1.76724729081616,1.82942939456552,0.706117693334818,0.293882306665182,0.0626950897276402,-0.0626950897276402
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2936,"(2:21) (Shotgun) P.Mahomes pass incomplete short left to S.Moore.",3,"02:21",2,2,"KC","DET","DET",17,14,14,"N","I",5,"SHOTGUN","3x1","SLANT",TRUE,"TRADITIONAL",0.980000019073486,"INSIDE_BOX",6,"MAN_COVERAGE","COVER_1_MAN",NA,0,0,5.16483441088349,-0.601219689589925,0.70464177057147,0.29535822942853,-0.0156490802764893,0.0156490802764893
2023090700,2023,1,"09/07/2023","20:20:00","KC","DET",2118,"(13:42) (Shotgun) P.Mahomes pass incomplete short left to B.Bell.",3,"13:42",2,10,"KC","DET","KC",37,14,7,"N","I",9,"SHOTGUN","3x1","IN",FALSE,"TRADITIONAL",3.48000001907349,"INSIDE_BOX",6,"ZONE_COVERAGE","COVER_4_ZONE",NA,0,0,1.67091788956895,-1.05706391436979,0.837192591279745,0.162807408720255,-0.0260427575558424,0.0260427575558424
