top_contributor_nfl_id,plays,total_epa_prevented,avg_dacs,avg_collapse,player_name,position
42929.0,7,5.1214232705533504,34.785714285714285,299.2857142857143,Alex Singleton,OLB
54676.0,6,5.016796663403511,67.16666666666667,586.6666666666666,Unknown,UNK
46757.0,8,4.674237288534641,27.4375,265.0,Charvarius Ward,CB
46456.0,9,4.60060971416533,27.5,313.8888888888889,Darious Williams,CB
52444.0,11,4.474806930869818,63.54545454545455,605.0,Xavier McKinney,FS
54578.0,9,4.105249598622322,36.44444444444444,390.0,Percy Butler,FS
54486.0,11,4.04211388528347,26.272727272727273,227.72727272727272,Trent McDuffie,CB
54502.0,9,4.025194905698299,27.055555555555557,268.8888888888889,Jalen Pitre,FS
54969.0,10,3.7734628319740295,63.65,490.0,Unknown,UNK
54622.0,5,3.7062831595540047,59.5,376.0,Zyon McCollum,CB
43350.0,5,3.682922050356865,67.6,545.0,Vonn Bell,SS
54525.0,5,3.6253818720579147,25.9,261.0,Cam Taylor-Britt,CB
47899.0,8,3.561671167612076,46.1875,437.5,Amani Hooker,FS
43700.0,5,3.3617833591997623,30.1,314.0,Jonathan Jones,CB
54677.0,6,3.3607547134160995,16.5,158.33333333333334,Derion Kendrick,CB
43353.0,9,3.2305085100233555,46.111111111111114,365.55555555555554,Kevin Byard,FS
55888.0,6,3.1921232864260674,8.416666666666666,84.16666666666667,Unknown,UNK
46700.0,9,3.0337204337120056,50.55555555555556,421.1111111111111,Tre Herndon,CB
54513.0,6,2.9386652782559395,10.25,110.83333333333333,Jaquan Brisker,SS
44888.0,5,2.9367715716362,3.5,38.0,Alex Anzalone,ILB
53601.0,6,2.7334849536418915,41.666666666666664,445.0,Deommodore Lenoir,CB
54808.0,7,2.7089054100215435,40.785714285714285,410.0,Unknown,UNK
46211.0,7,2.688914120197296,24.857142857142858,257.85714285714283,D.J. Reed,CB
42441.0,6,2.643282428383827,23.166666666666668,266.6666666666667,Steven Nelson,CB
52546.0,9,2.556089723482728,32.111111111111114,381.6666666666667,L'Jarius Sneed,CB
44823.0,5,2.529911018908024,31.0,308.0,Marshon Lattimore,CB
54580.0,6,2.3827631436288357,46.833333333333336,338.3333333333333,Damarri Mathis,CB
47963.0,5,2.224443033337593,32.1,304.0,Unknown,UNK
54527.0,9,2.157704621553421,86.22222222222223,649.4444444444445,Bryan Cook,SS
43387.0,6,2.1526373848319054,11.5,176.66666666666666,Justin Simmons,FS
54650.0,5,2.1341083645820618,35.4,335.0,Christian Benford,CB
54632.0,6,2.0532788038253784,68.33333333333333,508.3333333333333,Daron Bland,CB
47881.0,7,1.967504981905222,49.214285714285715,430.7142857142857,Quincy Williams,OLB
46698.0,6,1.9501687474548817,34.333333333333336,431.6666666666667,Levi Wallace,CB
54679.0,6,1.825277604162693,48.333333333333336,364.1666666666667,Unknown,UNK
54514.0,9,1.6991587206721306,46.94444444444444,512.2222222222222,Alontae Taylor,CB
54500.0,6,1.6792267933487892,61.25,526.6666666666666,Roger McCreary,CB
45571.0,7,1.662222322076559,23.142857142857142,172.85714285714286,Michael Davis,CB
53604.0,5,1.5150873512029648,19.7,212.0,Jason Pinnock,FS
47822.0,5,1.403738059103489,6.5,66.0,Sean Murphy-Bunting,CB
46186.0,6,1.100427195429802,41.5,391.6666666666667,Jordan Whitehead,SS
53533.0,10,1.071483626961708,33.75,308.0,Brandon Stephens,FS
44837.0,7,1.0341449622064829,33.5,323.57142857142856,Jabrill Peppers,SS
43299.0,5,0.9485588185489178,17.0,166.0,Eli Apple,CB
48026.0,5,0.9344757348299026,63.8,502.0,Nick Scott,SS
44878.0,6,0.8582124076783657,24.5,245.0,Ahkello Witherspoon,CB
47891.0,7,0.7561626434326172,40.714285714285715,291.42857142857144,Julian Love,SS
42393.0,5,0.5604382306337357,28.9,421.0,Ronald Darby,CB
54611.0,5,0.5547949094325304,27.7,341.0,Micah McFadden,ILB
53503.0,11,0.4740697182714939,36.90909090909091,355.45454545454544,Benjamin St-Juste,CB
53438.0,6,0.21378735452890396,21.0,142.5,Patrick Surtain,CB
47996.0,6,0.19613590463995934,47.75,405.8333333333333,Donovan Wilson,SS
54618.0,8,-0.027082678861916065,47.875,481.875,Tariq Woolen,CB
46188.0,8,-0.3483139704912901,24.125,178.75,Kyzir White,ILB
52535.0,7,-0.34903550520539284,15.142857142857142,142.14285714285714,K'Von Wallace,SS
38868.0,7,-0.5441365912556648,30.714285714285715,269.2857142857143,Tashaun Gipson,FS
44893.0,5,-0.8363919407129288,10.2,76.0,Fabian Moreau,CB
54496.0,11,-0.9543956406414509,26.727272727272727,351.8181818181818,Dax Hill,FS
48268.0,5,-1.0461998414248228,5.8,113.0,Azeez Al-Shaair,ILB
41243.0,6,-1.1608112528920174,21.75,209.16666666666666,C.J. Mosley,ILB
53472.0,6,-1.2431751675903797,51.666666666666664,743.3333333333334,Trevon Moehrig,FS
47931.0,5,-1.401154788210988,18.7,257.0,Dre Greenlaw,ILB
52272.0,6,-1.4657152518630028,48.583333333333336,488.3333333333333,Dee Alford,CB
46259.0,7,-1.6340749710798264,25.571428571428573,278.57142857142856,DeShon Elliott,FS
54487.0,5,-1.688403069972992,28.5,304.0,Quay Walker,ILB
44869.0,6,-1.721095934510231,20.333333333333332,203.33333333333334,Zach Cunningham,ILB
54583.0,5,-1.7650759555399418,2.6,25.0,Akayleb Evans,CB
56030.0,5,-1.8655558750033379,23.5,235.0,Unknown,UNK
47882.0,5,-2.259563982486725,50.5,471.0,Mike Edwards,FS
53455.0,7,-2.3927380330860615,66.85714285714286,512.1428571428571,Greg Newsome,CB
38559.0,15,-2.4131990894675255,54.166666666666664,480.6666666666667,Harrison Smith,SS
47855.0,8,-2.594941472634673,19.5,168.125,Germaine Pratt,OLB
56089.0,5,-2.7506780922412872,53.3,394.0,Unknown,UNK
46086.0,10,-2.7606826573610306,32.75,469.0,Derwin James,FS
52647.0,5,-3.2906828932464123,48.7,469.0,Dane Jackson,CB
52452.0,5,-3.462528375443071,74.1,553.0,Grant Delpit,SS
52607.0,9,-3.489501342177391,39.05555555555556,376.6666666666667,Jordan Fuller,SS
43351.0,9,-3.617618229240179,15.333333333333334,118.88888888888889,James Bradberry,CB
54586.0,5,-3.6987521313130856,31.8,187.0,Jack Jones,CB
44962.0,10,-3.713846020400524,48.2,605.0,Unknown,UNK
54708.0,5,-3.975857898592949,11.5,111.0,Jaylen Watson,CB
46151.0,7,-4.095481783151627,50.642857142857146,465.7142857142857,Tracy Walker,FS
46073.0,5,-4.147786397486925,59.1,480.0,Denzel Ward,CB
52613.0,7,-4.174368482083082,52.785714285714285,527.1428571428571,Josh Metellus,SS
55925.0,8,-4.764255404472351,66.0625,570.0,Unknown,UNK
47947.0,6,-4.783342100679874,57.25,622.5,E.J. Speed,OLB
53953.0,6,-5.115245517343283,12.583333333333334,125.83333333333333,Jerry Jacobs,CB
54469.0,5,-5.201119929552078,10.7,109.0,Ahmad Gardner,CB
54504.0,8,-6.22889368981123,48.5625,424.375,Kyler Gordon,CB
43404.0,5,-6.817461654543877,48.0,523.0,De'Vondre Campbell,ILB
46099.0,8,-7.353908158838749,75.75,718.125,Mike Hughes,CB
44906.0,11,-7.579328615218401,47.90909090909091,460.90909090909093,Cameron Sutton,CB
52624.0,6,-7.719307124614716,32.666666666666664,277.5,Kamren Curl,SS
52991.0,11,-8.131246466189623,59.45454545454545,523.6363636363636,Myles Bryant,CB
